,0,Jun 2022,          11.3%        ,10.0%,Unnamed: 4
3791,90.0,Jan 2015,          0.0%        ,,
3792,91.0,Dec 2014,          1.1%        ,,
3793,92.0,Nov 2014,          1.4%        ,,
3794,93.0,Oct 2014,          1.5%        ,,
3795,94.0,Sep 2014,          1.6%        ,,
3796,95.0,Aug 2014,          1.8%        ,,
3797,96.0,Jul 2014,          1.7%        ,,
3798,97.0,Jun 2014,          1.9%        ,,
3799,98.0,May 2014,          2.0%        ,,
3800,99.0,Apr 2014,          2.1%        ,,
3801,100.0,Mar 2014,          1.4%        ,,
3802,101.0,Feb 2014,          0.9%        ,,
3803,102.0,Jan 2014,          1.2%        ,,
3804,103.0,Dec 2013,          1.2%        ,,
3805,104.0,Nov 2013,          0.7%        ,,
3806,105.0,Oct 2013,          0.3%        ,,
3807,106.0,Sep 2013,          0.3%        ,,
3808,107.0,Aug 2013,          1.4%        ,,
3809,108.0,Jul 2013,          2.1%        ,,
3810,109.0,Jun 2013,          2.5%        ,,
3811,110.0,May 2013,          1.7%        ,,
3812,111.0,Apr 2013,          0.6%        ,,
3813,112.0,Mar 2013,          1.1%        ,,
3814,113.0,Feb 2013,          1.7%        ,,
3815,114.0,Jan 2013,          1.4%        ,,
3816,115.0,Dec 2012,          1.3%        ,,
3817,116.0,Nov 2012,          1.5%        ,,
3818,117.0,Oct 2012,          2.3%        ,,
3819,118.0,Sep 2012,          2.1%        ,,
3820,119.0,Aug 2012,          2.0%        ,,
3821,120.0,Jul 2012,          0.5%        ,,
3822,121.0,Jun 2012,          0.7%        ,,
3823,122.0,May 2012,          0.7%        ,,
3824,123.0,Apr 2012,          1.9%        ,,
3825,124.0,Mar 2012,          2.8%        ,,
3826,125.0,Feb 2012,          3.3%        ,,
3827,126.0,Jan 2012,          4.1%        ,,
3828,127.0,Dec 2011,          4.8%        ,,
3829,128.0,Nov 2011,          5.7%        ,,
3830,129.0,Oct 2011,          5.9%        ,,
3831,130.0,Sep 2011,          6.9%        ,,
3832,131.0,Aug 2011,          6.5%        ,,
3833,132.0,Jul 2011,          7.2%        ,,
3834,133.0,Jun 2011,          7.0%        ,,
3835,134.0,May 2011,          7.3%        ,,
3836,135.0,Apr 2011,          6.8%        ,,
3837,136.0,Mar 2011,          5.8%        ,,
3838,137.0,Feb 2011,          5.6%        ,,
3839,138.0,Jan 2011,          3.6%        ,,
3840,139.0,Dec 2010,          4.0%        ,,
3841,140.0,Nov 2010,          3.5%        ,,
3842,141.0,Oct 2010,          4.3%        ,,
3843,142.0,Sep 2010,          4.0%        ,,
3844,143.0,Aug 2010,          3.1%        ,,
3845,144.0,Jul 2010,          4.2%        ,,
3846,145.0,Jun 2010,          2.8%        ,,
3847,146.0,May 2010,          5.3%        ,,
3848,147.0,Apr 2010,          5.5%        ,,
3849,148.0,Mar 2010,          6.0%        ,,
3850,149.0,Feb 2010,          4.4%        ,,
3851,150.0,Jan 2010,          4.6%        ,,
3852,151.0,Dec 2009,          4.4%        ,,
3853,152.0,Nov 2009,          2.4%        ,,
3854,153.0,Oct 2009,          -1.9%        ,,
3855,154.0,Sep 2009,          -4.8%        ,,
3856,155.0,Aug 2009,          -4.3%        ,,
3857,156.0,Jul 2009,          -6.8%        ,,
3858,157.0,Jun 2009,          -4.6%        ,,
3859,158.0,May 2009,          -5.0%        ,,
3860,159.0,Apr 2009,          -3.7%        ,,
3861,160.0,Mar 2009,          -3.5%        ,,
3862,161.0,Feb 2009,          -1.3%        ,,
3863,162.0,Jan 2009,          1.0%        ,,
3864,163.0,Dec 2008,          -0.9%        ,,
3865,164.0,Nov 2008,          0.4%        ,,
3866,165.0,Oct 2008,          5.2%        ,,
3867,166.0,Sep 2008,          8.7%        ,,
3868,167.0,Aug 2008,          9.6%        ,,
3869,168.0,Jul 2008,          9.8%        ,,
3870,169.0,Jun 2008,          9.2%        ,,
3871,170.0,May 2008,          7.2%        ,,
3872,171.0,Apr 2008,          6.5%        ,,
3873,172.0,Mar 2008,          6.9%        ,,
3874,173.0,Feb 2008,          6.4%        ,,
3875,174.0,Jan 2008,          7.4%        ,,
3876,175.0,Dec 2007,          6.3%        ,,
3877,176.0,Nov 2007,          7.2%        ,,
3878,177.0,Oct 2007,          6.1%        ,,
3879,178.0,Sep 2007,          4.4%        ,,
3880,179.0,Aug 2007,          2.2%        ,,
3881,180.0,Jul 2007,          4.0%        ,,
3882,181.0,Jun 2007,          3.3%        ,,
3883,182.0,May 2007,          4.1%        ,,
3884,183.0,Apr 2007,          3.2%        ,,
3885,184.0,Feb 2007,          3.2%        ,,
3886,185.0,Jan 2007,          0.2%        ,,
3887,0.0,Jul 2022,          9.8%        ,11.0%,
3888,1.0,Jun 2022,          11.3%        ,10.0%,
3889,2.0,May 2022,          10.8%        ,11.1%,
3890,3.0,Apr 2022,          11.0%        ,12.2%,
3891,4.0,Mar 2022,          11.2%        ,9.4%,
3892,5.0,Feb 2022,          10.0%        ,9.1%,
3893,6.0,Jan 2022,          9.7%        ,10.1%,
3894,7.0,Dec 2021,          9.7%        ,10.1%,
3895,8.0,Nov 2021,          9.6%        ,8.3%,
3896,9.0,Oct 2021,          8.6%        ,8.6%,
3897,10.0,Sep 2021,          8.6%        ,8.7%,
3898,11.0,Aug 2021,          8.3%        ,7.8%,
3899,12.0,Jul 2021,          7.8%        ,7.3%,
3900,13.0,Jun 2021,          7.3%        ,7.1%,
3901,14.0,May 2021,          6.6%        ,7.2%,
3902,15.0,Apr 2021,          6.2%        ,4.9%,
3903,16.0,Mar 2021,          4.2%        ,3.7%,
3904,17.0,Feb 2021,          2.8%        ,2.4%,
3905,18.0,Jan 2021,          1.7%        ,0.7%,
3906,19.0,Dec 2020,          0.8%        ,0.4%,
3907,20.0,Nov 2020,          0.8%        ,1.0%,
3908,21.0,Oct 2020,          0.5%        ,1.0%,
3909,22.0,Sep 2020,          0.4%        ,-0.1%,
3910,23.0,Aug 2020,          -0.2%        ,-0.3%,
3911,24.0,Jul 2020,          -0.4%        ,-0.3%,
3912,25.0,Jun 2020,          -0.8%        ,-1.0%,
3913,26.0,May 2020,          -0.8%        ,-0.3%,
3914,27.0,Apr 2020,          -1.2%        ,1.0%,
3915,28.0,Mar 2020,          0.7%        ,1.0%,
3916,29.0,Feb 2020,          1.3%        ,2.4%,
3917,30.0,Jan 2020,          2.1%        ,1.6%,
3918,31.0,Dec 2019,          1.3%        ,1.0%,
3919,32.0,Nov 2019,          1.1%        ,0.4%,
3920,33.0,Oct 2019,          1.1%        ,0.9%,
3921,34.0,Sep 2019,          1.4%        ,2.2%,
3922,35.0,Aug 2019,          1.8%        ,2.1%,
3923,36.0,Jul 2019,          1.7%        ,1.2%,
3924,37.0,Jun 2019,          1.7%        ,1.4%,
3925,38.0,May 2019,          1.8%        ,2.2%,
3926,39.0,Apr 2019,          2.2%        ,2.4%,
3927,40.0,Mar 2019,          2.2%        ,1.6%,
3928,41.0,Feb 2019,          1.9%        ,1.4%,
3929,42.0,Jan 2019,          2.0%        ,2.0%,
3930,43.0,Dec 2018,          2.5%        ,2.8%,
3931,44.0,Nov 2018,          2.5%        ,2.6%,
3932,45.0,Oct 2018,          2.9%        ,1.9%,
3933,46.0,Sep 2018,          2.6%        ,2.5%,
3934,47.0,Aug 2018,          2.8%        ,3.4%,
3935,48.0,Jul 2018,          3.3%        ,3.2%,
3936,49.0,Jun 2018,          3.4%        ,2.7%,
3937,50.0,May 2018,          3.1%        ,2.7%,
3938,51.0,Apr 2018,          2.6%        ,3.1%,
3939,52.0,Mar 2018,          3.0%        ,2.7%,
3940,53.0,Feb 2018,          2.8%        ,2.3%,
3941,54.0,Jan 2018,          2.7%        ,2.2%,
3942,55.0,Dec 2017,          2.6%        ,2.8%,
3943,56.0,Nov 2017,          3.1%        ,3.0%,
3944,57.0,Oct 2017,          2.8%        ,2.9%,
3945,58.0,Sep 2017,          2.6%        ,2.6%,
3946,59.0,Aug 2017,          2.4%        ,1.8%,
3947,60.0,Jul 2017,          1.9%        ,1.7%,
3948,61.0,Jun 2017,          2.0%        ,2.1%,
3949,62.0,May 2017,          2.4%        ,2.6%,
3950,63.0,Apr 2017,          2.5%        ,2.5%,
3951,64.0,Mar 2017,          2.3%        ,,
3952,65.0,Feb 2017,          2.2%        ,,
3953,66.0,Jan 2017,          1.6%        ,,
3954,67.0,Dec 2016,          1.6%        ,,
3955,68.0,Nov 2016,          1.3%        ,,
3956,69.0,Oct 2016,          0.8%        ,,
3957,70.0,Sep 2016,          0.7%        ,,
3958,71.0,Aug 2016,          0.0%        ,,
3959,72.0,Jul 2016,          -0.2%        ,,
3960,73.0,Jun 2016,          0.3%        ,,
3961,74.0,May 2016,          -0.1%        ,,
3962,75.0,Apr 2016,          0.0%        ,,
3963,76.0,Mar 2016,          -0.1%        ,,
3964,77.0,Feb 2016,          0.0%        ,,
3965,78.0,Jan 2016,          -0.2%        ,,
3966,79.0,Dec 2015,          -1.0%        ,,
3967,80.0,Nov 2015,          -1.1%        ,,
3968,81.0,Oct 2015,          -1.6%        ,,
3969,82.0,Sep 2015,          -1.1%        ,,
3970,83.0,Aug 2015,          -0.8%        ,,
3971,84.0,Jul 2015,          -0.8%        ,,
3972,85.0,Jun 2015,          -0.7%        ,,
3973,86.0,May 2015,          -1.1%        ,,
3974,87.0,Apr 2015,          -1.3%        ,,
3975,88.0,Mar 2015,          -0.8%        ,,
3976,89.0,Feb 2015,          -0.6%        ,,
3977,90.0,Jan 2015,          0.0%        ,,
3978,91.0,Dec 2014,          1.1%        ,,
3979,92.0,Nov 2014,          1.4%        ,,
3980,93.0,Oct 2014,          1.5%        ,,
3981,94.0,Sep 2014,          1.6%        ,,
3982,95.0,Aug 2014,          1.8%        ,,
3983,96.0,Jul 2014,          1.7%        ,,
3984,97.0,Jun 2014,          1.9%        ,,
3985,98.0,May 2014,          2.0%        ,,
3986,99.0,Apr 2014,          2.1%        ,,
3987,100.0,Mar 2014,          1.4%        ,,
3988,101.0,Feb 2014,          0.9%        ,,
3989,102.0,Jan 2014,          1.2%        ,,
3990,103.0,Dec 2013,          1.2%        ,,
3991,104.0,Nov 2013,          0.7%        ,,
3992,105.0,Oct 2013,          0.3%        ,,
3993,106.0,Sep 2013,          0.3%        ,,
3994,107.0,Aug 2013,          1.4%        ,,
3995,108.0,Jul 2013,          2.1%        ,,
3996,109.0,Jun 2013,          2.5%        ,,
3997,110.0,May 2013,          1.7%        ,,
3998,111.0,Apr 2013,          0.6%        ,,
3999,112.0,Mar 2013,          1.1%        ,,
4000,113.0,Feb 2013,          1.7%        ,,
4001,114.0,Jan 2013,          1.4%        ,,
4002,115.0,Dec 2012,          1.3%        ,,
4003,116.0,Nov 2012,          1.5%        ,,
4004,117.0,Oct 2012,          2.3%        ,,
4005,118.0,Sep 2012,          2.1%        ,,
4006,119.0,Aug 2012,          2.0%        ,,
4007,120.0,Jul 2012,          0.5%        ,,
4008,121.0,Jun 2012,          0.7%        ,,
4009,122.0,May 2012,          0.7%        ,,
4010,123.0,Apr 2012,          1.9%        ,,
4011,124.0,Mar 2012,          2.8%        ,,
4012,125.0,Feb 2012,          3.3%        ,,
4013,126.0,Jan 2012,          4.1%        ,,
4014,127.0,Dec 2011,          4.8%        ,,
4015,128.0,Nov 2011,          5.7%        ,,
4016,129.0,Oct 2011,          5.9%        ,,
4017,130.0,Sep 2011,          6.9%        ,,
4018,131.0,Aug 2011,          6.5%        ,,
4019,132.0,Jul 2011,          7.2%        ,,
4020,133.0,Jun 2011,          7.0%        ,,
4021,134.0,May 2011,          7.3%        ,,
4022,135.0,Apr 2011,          6.8%        ,,
4023,136.0,Mar 2011,          5.8%        ,,
4024,137.0,Feb 2011,          5.6%        ,,
4025,138.0,Jan 2011,          3.6%        ,,
4026,139.0,Dec 2010,          4.0%        ,,
4027,140.0,Nov 2010,          3.5%        ,,
4028,141.0,Oct 2010,          4.3%        ,,
4029,142.0,Sep 2010,          4.0%        ,,
4030,143.0,Aug 2010,          3.1%        ,,
4031,144.0,Jul 2010,          4.2%        ,,
4032,145.0,Jun 2010,          2.8%        ,,
4033,146.0,May 2010,          5.3%        ,,
4034,147.0,Apr 2010,          5.5%        ,,
4035,148.0,Mar 2010,          6.0%        ,,
4036,149.0,Feb 2010,          4.4%        ,,
4037,150.0,Jan 2010,          4.6%        ,,
4038,151.0,Dec 2009,          4.4%        ,,
4039,152.0,Nov 2009,          2.4%        ,,
4040,153.0,Oct 2009,          -1.9%        ,,
4041,154.0,Sep 2009,          -4.8%        ,,
4042,155.0,Aug 2009,          -4.3%        ,,
4043,156.0,Jul 2009,          -6.8%        ,,
4044,157.0,Jun 2009,          -4.6%        ,,
4045,158.0,May 2009,          -5.0%        ,,
4046,159.0,Apr 2009,          -3.7%        ,,
4047,160.0,Mar 2009,          -3.5%        ,,
4048,161.0,Feb 2009,          -1.3%        ,,
4049,162.0,Jan 2009,          1.0%        ,,
4050,163.0,Dec 2008,          -0.9%        ,,
4051,164.0,Nov 2008,          0.4%        ,,
4052,165.0,Oct 2008,          5.2%        ,,
4053,166.0,Sep 2008,          8.7%        ,,
4054,167.0,Aug 2008,          9.6%        ,,
4055,168.0,Jul 2008,          9.8%        ,,
4056,169.0,Jun 2008,          9.2%        ,,
4057,170.0,May 2008,          7.2%        ,,
4058,171.0,Apr 2008,          6.5%        ,,
4059,172.0,Mar 2008,          6.9%        ,,
4060,173.0,Feb 2008,          6.4%        ,,
4061,174.0,Jan 2008,          7.4%        ,,
4062,175.0,Dec 2007,          6.3%        ,,
4063,176.0,Nov 2007,          7.2%        ,,
4064,177.0,Oct 2007,          6.1%        ,,
4065,178.0,Sep 2007,          4.4%        ,,
4066,179.0,Aug 2007,          2.2%        ,,
4067,180.0,Jul 2007,          4.0%        ,,
4068,181.0,Jun 2007,          3.3%        ,,
4069,182.0,May 2007,          4.1%        ,,
4070,183.0,Apr 2007,          3.2%        ,,
4071,184.0,Feb 2007,          3.2%        ,,
4072,185.0,Jan 2007,          0.2%        ,,
4073,0.0,Jul 2022,          9.8%        ,11.0%,
4074,1.0,Jun 2022,          11.3%        ,10.0%,
4075,2.0,May 2022,          10.8%        ,11.1%,
4076,3.0,Apr 2022,          11.0%        ,12.2%,
4077,4.0,Mar 2022,          11.2%        ,9.4%,
4078,5.0,Feb 2022,          10.0%        ,9.1%,
4079,6.0,Jan 2022,          9.7%        ,10.1%,
4080,7.0,Dec 2021,          9.7%        ,10.1%,
4081,8.0,Nov 2021,          9.6%        ,8.3%,
4082,9.0,Oct 2021,          8.6%        ,8.6%,
4083,10.0,Sep 2021,          8.6%        ,8.7%,
4084,11.0,Aug 2021,          8.3%        ,7.8%,
4085,12.0,Jul 2021,          7.8%        ,7.3%,
4086,13.0,Jun 2021,          7.3%        ,7.1%,
4087,14.0,May 2021,          6.6%        ,7.2%,
4088,15.0,Apr 2021,          6.2%        ,4.9%,
4089,16.0,Mar 2021,          4.2%        ,3.7%,
4090,17.0,Feb 2021,          2.8%        ,2.4%,
4091,18.0,Jan 2021,          1.7%        ,0.7%,
4092,19.0,Dec 2020,          0.8%        ,0.4%,
4093,20.0,Nov 2020,          0.8%        ,1.0%,
4094,21.0,Oct 2020,          0.5%        ,1.0%,
4095,22.0,Sep 2020,          0.4%        ,-0.1%,
4096,23.0,Aug 2020,          -0.2%        ,-0.3%,
4097,24.0,Jul 2020,          -0.4%        ,-0.3%,
4098,25.0,Jun 2020,          -0.8%        ,-1.0%,
4099,26.0,May 2020,          -0.8%        ,-0.3%,
4100,27.0,Apr 2020,          -1.2%        ,1.0%,
4101,28.0,Mar 2020,          0.7%        ,1.0%,
4102,29.0,Feb 2020,          1.3%        ,2.4%,
4103,30.0,Jan 2020,          2.1%        ,1.6%,
4104,31.0,Dec 2019,          1.3%        ,1.0%,
4105,32.0,Nov 2019,          1.1%        ,0.4%,
4106,33.0,Oct 2019,          1.1%        ,0.9%,
4107,34.0,Sep 2019,          1.4%        ,2.2%,
4108,35.0,Aug 2019,          1.8%        ,2.1%,
4109,36.0,Jul 2019,          1.7%        ,1.2%,
4110,37.0,Jun 2019,          1.7%        ,1.4%,
4111,38.0,May 2019,          1.8%        ,2.2%,
4112,39.0,Apr 2019,          2.2%        ,2.4%,
4113,40.0,Mar 2019,          2.2%        ,1.6%,
4114,41.0,Feb 2019,          1.9%        ,1.4%,
4115,42.0,Jan 2019,          2.0%        ,2.0%,
4116,43.0,Dec 2018,          2.5%        ,2.8%,
4117,44.0,Nov 2018,          2.5%        ,2.6%,
4118,45.0,Oct 2018,          2.9%        ,1.9%,
4119,46.0,Sep 2018,          2.6%        ,2.5%,
4120,47.0,Aug 2018,          2.8%        ,3.4%,
4121,48.0,Jul 2018,          3.3%        ,3.2%,
4122,49.0,Jun 2018,          3.4%        ,2.7%,
4123,50.0,May 2018,          3.1%        ,2.7%,
4124,51.0,Apr 2018,          2.6%        ,3.1%,
4125,52.0,Mar 2018,          3.0%        ,2.7%,
4126,53.0,Feb 2018,          2.8%        ,2.3%,
4127,54.0,Jan 2018,          2.7%        ,2.2%,
4128,55.0,Dec 2017,          2.6%        ,2.8%,
4129,56.0,Nov 2017,          3.1%        ,3.0%,
4130,57.0,Oct 2017,          2.8%        ,2.9%,
4131,58.0,Sep 2017,          2.6%        ,2.6%,
4132,59.0,Aug 2017,          2.4%        ,1.8%,
4133,60.0,Jul 2017,          1.9%        ,1.7%,
4134,61.0,Jun 2017,          2.0%        ,2.1%,
4135,62.0,May 2017,          2.4%        ,2.6%,
4136,63.0,Apr 2017,          2.5%        ,2.5%,
4137,64.0,Mar 2017,          2.3%        ,,
4138,65.0,Feb 2017,          2.2%        ,,
4139,66.0,Jan 2017,          1.6%        ,,
4140,67.0,Dec 2016,          1.6%        ,,
4141,68.0,Nov 2016,          1.3%        ,,
4142,69.0,Oct 2016,          0.8%        ,,
4143,70.0,Sep 2016,          0.7%        ,,
4144,71.0,Aug 2016,          0.0%        ,,
4145,72.0,Jul 2016,          -0.2%        ,,
4146,73.0,Jun 2016,          0.3%        ,,
4147,74.0,May 2016,          -0.1%        ,,
4148,75.0,Apr 2016,          0.0%        ,,
4149,76.0,Mar 2016,          -0.1%        ,,
4150,77.0,Feb 2016,          0.0%        ,,
4151,78.0,Jan 2016,          -0.2%        ,,
4152,79.0,Dec 2015,          -1.0%        ,,
4153,80.0,Nov 2015,          -1.1%        ,,
4154,81.0,Oct 2015,          -1.6%        ,,
4155,82.0,Sep 2015,          -1.1%        ,,
4156,83.0,Aug 2015,          -0.8%        ,,
4157,84.0,Jul 2015,          -0.8%        ,,
4158,85.0,Jun 2015,          -0.7%        ,,
4159,86.0,May 2015,          -1.1%        ,,
4160,87.0,Apr 2015,          -1.3%        ,,
4161,88.0,Mar 2015,          -0.8%        ,,
4162,89.0,Feb 2015,          -0.6%        ,,
4163,90.0,Jan 2015,          0.0%        ,,
4164,91.0,Dec 2014,          1.1%        ,,
4165,92.0,Nov 2014,          1.4%        ,,
4166,93.0,Oct 2014,          1.5%        ,,
4167,94.0,Sep 2014,          1.6%        ,,
4168,95.0,Aug 2014,          1.8%        ,,
4169,96.0,Jul 2014,          1.7%        ,,
4170,97.0,Jun 2014,          1.9%        ,,
4171,98.0,May 2014,          2.0%        ,,
4172,99.0,Apr 2014,          2.1%        ,,
4173,100.0,Mar 2014,          1.4%        ,,
4174,101.0,Feb 2014,          0.9%        ,,
4175,102.0,Jan 2014,          1.2%        ,,
4176,103.0,Dec 2013,          1.2%        ,,
4177,104.0,Nov 2013,          0.7%        ,,
4178,105.0,Oct 2013,          0.3%        ,,
4179,106.0,Sep 2013,          0.3%        ,,
4180,107.0,Aug 2013,          1.4%        ,,
4181,108.0,Jul 2013,          2.1%        ,,
4182,109.0,Jun 2013,          2.5%        ,,
4183,110.0,May 2013,          1.7%        ,,
4184,111.0,Apr 2013,          0.6%        ,,
4185,112.0,Mar 2013,          1.1%        ,,
4186,113.0,Feb 2013,          1.7%        ,,
4187,114.0,Jan 2013,          1.4%        ,,
4188,115.0,Dec 2012,          1.3%        ,,
4189,116.0,Nov 2012,          1.5%        ,,
4190,117.0,Oct 2012,          2.3%        ,,
4191,118.0,Sep 2012,          2.1%        ,,
4192,119.0,Aug 2012,          2.0%        ,,
4193,120.0,Jul 2012,          0.5%        ,,
4194,121.0,Jun 2012,          0.7%        ,,
4195,122.0,May 2012,          0.7%        ,,
4196,123.0,Apr 2012,          1.9%        ,,
4197,124.0,Mar 2012,          2.8%        ,,
4198,125.0,Feb 2012,          3.3%        ,,
4199,126.0,Jan 2012,          4.1%        ,,
4200,127.0,Dec 2011,          4.8%        ,,
4201,128.0,Nov 2011,          5.7%        ,,
4202,129.0,Oct 2011,          5.9%        ,,
4203,130.0,Sep 2011,          6.9%        ,,
4204,131.0,Aug 2011,          6.5%        ,,
4205,132.0,Jul 2011,          7.2%        ,,
4206,133.0,Jun 2011,          7.0%        ,,
4207,134.0,May 2011,          7.3%        ,,
4208,135.0,Apr 2011,          6.8%        ,,
4209,136.0,Mar 2011,          5.8%        ,,
4210,137.0,Feb 2011,          5.6%        ,,
4211,138.0,Jan 2011,          3.6%        ,,
4212,139.0,Dec 2010,          4.0%        ,,
4213,140.0,Nov 2010,          3.5%        ,,
4214,141.0,Oct 2010,          4.3%        ,,
4215,142.0,Sep 2010,          4.0%        ,,
4216,143.0,Aug 2010,          3.1%        ,,
4217,144.0,Jul 2010,          4.2%        ,,
4218,145.0,Jun 2010,          2.8%        ,,
4219,146.0,May 2010,          5.3%        ,,
4220,147.0,Apr 2010,          5.5%        ,,
